Fecha;Turno;Tipo_mineral;Tonelaje_tph; Ley_Cu_pct;Recuperacion_pct;Potencia_kW 
17-02-2025 08:00;Dia;A;1518,8;0,880;87,03;3540,1
17-02-2025 09:00;Dia;A;1607,4;0,932;87,00;3596,5
17-02-2025 10:00;Dia;A;1656,8;0,953;87,97;3627,2
17-02-2025 11:00;Dia;A;1609,3;0,978;87,20;3583,8
17-02-2025 12:00;Dia;A;1595,7;1,012;89,82;3554,9
17-02-2025 13:00;Dia;A;1688,9;0,903;88,16;3675,2
17-02-2025 14:00;Dia;A;1693,3;0,926;89,72;3669,8
17-02-2025 15:00;Dia;A;1678,9;0,936;91,97;3692,8
17-02-2025 16:00;Dia;A;1707,4;0,884;87,37;3662,5
17-02-2025 17:00;Dia;A;1782,7;0,862;86,36;3683,9
17-02-2025 18:00;Dia;A;1786,3;0,700;85,74;3654,0
17-02-2025 19:00;Dia;A;1736,9;0,718;87,64;3677,4
17-02-2025 20:00;Noche;A;1586,3;0,833;87,30;3566,4
17-02-2025 21:00;Noche;A;1572,9;0,737;87,06;3642,0
17-02-2025 22:00;Noche;A;1511,0;0,743;85,87;3612,1
17-02-2025 23:00;Noche;A;1446,9;0,787;86,90;3544,6
18-02-2025 00:00;Noche;A;1447,8;0,830;85,40;3452,4
18-02-2025 01:00;Noche;A;-999;0,907;87,28;3410,9
18-02-2025 02:00;Noche;A;1422,5;0,803;82,83;3463,2
18-02-2025 03:00;Noche;A;1443,3;0,833;82,09;3453,5
18-02-2025 04:00;Noche;A;1558,0;0,892;86,45;3613,2
18-02-2025 05:00;Noche;A;1514,7;0,832;86,55;3540,7
18-02-2025 06:00;Noche;A;1517,1;0,860;85,77;3525,9
18-02-2025 07:00;Noche;A;1520,7;0,964;89,69;3545,8
18-02-2025 08:00;Dia;A;1671,3;0,996;90,56;3689,3
18-02-2025 09:00;Dia;A;1721,2;0,978;91,03;3640,9
18-02-2025 10:00;Dia;A;1694,3;0,824;88,65;3679,4
18-02-2025 11:00;Dia;A;-999;0,846;89,25;3591,4
18-02-2025 12:00;Dia;A;1596,2;0,877;89,63;3594,3
18-02-2025 13:00;Dia;A;1575,6;0,857;87,00;3564,3
18-02-2025 14:00;Dia;A;1617,6;0,850;88,22;3625,4
18-02-2025 15:00;Dia;A;1623,8;0,982;88,79;3621,4
18-02-2025 16:00;Dia;A;1579,1;0,900;89,92;3630,0
18-02-2025 17:00;Dia;A;1567,8;0,816;90,35;3601,0
18-02-2025 18:00;Dia;A;1572,0;0,821;88,47;3552,5
18-02-2025 19:00;Dia;A;1591,5;0,796;87,14;3534,7
18-02-2025 20:00;Noche;A;1437,4;0,782;87,23;3455,2
18-02-2025 21:00;Noche;A;1424,8;0,785;87,82;3459,3
18-02-2025 22:00;Noche;A;1349,3;0,828;87,04;3418,0
18-02-2025 23:00;Noche;A;1321,8;0,832;86,73;3380,0
19-02-2025 00:00;Noche;A;1419,7;0,775;87,02;3508,7
19-02-2025 01:00;Noche;A;1336,5;0,797;87,28;3452,1
19-02-2025 02:00;Noche;A;1356,0;0,843;88,53;3420,5
19-02-2025 03:00;Noche;A;1398,6;0,832;87,94;3440,5
19-02-2025 04:00;Noche;A;1410,4;0,905;86,73;3459,9
19-02-2025 05:00;Noche;A;1405,8;0,933;84,90;3467,1
19-02-2025 06:00;Noche;A;1438,0;0,873;86,57;3491,0
19-02-2025 07:00;Noche;A;1468,1;0,901;86,64;3453,4
19-02-2025 08:00;Dia;A;1610,0;0,992;87,21;3588,5
19-02-2025 09:00;Dia;A;1552,5;1,022;87,56;3501,5
19-02-2025 10:00;Dia;A;1582,2;0,963;85,82;3592,9
19-02-2025 11:00;Dia;A;1573,7;0,969;86,55;3612,6
19-02-2025 12:00;Dia;A;1577,9;0,897;83,86;3551,1
19-02-2025 13:00;Dia;A;1610,4;0,816;84,75;3616,4
19-02-2025 14:00;Dia;A;1648,1;0,855;85,21;3609,6
19-02-2025 15:00;Dia;A;1682,4;0,857;88,69;3626,0
19-02-2025 16:00;Dia;A;1644,9;0,864;89,06;3699,1
19-02-2025 17:00;Dia;A;1671,6;0,839;88,23;3672,9
19-02-2025 18:00;Dia;A;1697,9;0,837;88,19;3670,9
19-02-2025 19:00;Dia;A;1712,5;0,796;88,54;3642,7
19-02-2025 20:00;Noche;A;1611,4;0,817;87,10;3608,6
19-02-2025 21:00;Noche;A;1559,8;0,846;86,90;3551,6
19-02-2025 22:00;Noche;A;1519,6;0,824;86,30;3548,9
19-02-2025 23:00;Noche;A;1532,5;0,856;89,63;3505,3
20-02-2025 00:00;Noche;A;1452,4;0,762;87,93;3486,1
20-02-2025 01:00;Noche;A;1461,8;0,761;84,71;3480,2
20-02-2025 02:00;Noche;A;1441,8;0,867;86,81;3431,2
20-02-2025 03:00;Noche;A;1438,3;0,946;90,38;3546,3
20-02-2025 04:00;Noche;A;1382,8;0,927;87,82;3481,9
20-02-2025 05:00;Noche;A;1381,6;0,905;91,74;3424,3
20-02-2025 06:00;Noche;A;1421,6;0,845;89,52;3427,0
20-02-2025 07:00;Noche;A;1493,3;0,887;90,07;3502,1
20-02-2025 08:00;Dia;A;1674,0;0,930;88,66;3612,9
20-02-2025 09:00;Dia;A;1675,9;0,851;87,65;3625,1
20-02-2025 10:00;Dia;A;1673,0;0,896;86,49;3591,6
20-02-2025 11:00;Dia;A;1642,8;0,914;86,03;3599,5
20-02-2025 12:00;Dia;A;1669,7;0,917;84,41;3649,8
20-02-2025 13:00;Dia;A;1659,4;0,842;87,05;3655,9
20-02-2025 14:00;Dia;A;1683,3;0,869;86,26;3580,5
20-02-2025 15:00;Dia;A;1744,8;0,786;87,03;3690,3
20-02-2025 16:00;Dia;A;1711,1;0,869;88,20;3630,3
20-02-2025 17:00;Dia;A;1619,6;0,849;87,21;3568,6
20-02-2025 18:00;Dia;A;1573,4;0,775;87,03;3563,8
20-02-2025 19:00;Dia;A;1510,2;0,846;87,34;3507,8
20-02-2025 20:00;Noche;A;1351,1;0,875;86,86;3457,8
20-02-2025 21:00;Noche;A;1425,4;;86,67;3501,5
20-02-2025 22:00;Noche;A;1435,7;0,907;87,27;3468,5
20-02-2025 23:00;Noche;A;1371,1;0,819;85,37;3414,6
21-02-2025 00:00;Noche;A;1416,2;0,836;84,25;3532,9
21-02-2025 01:00;Noche;A;1478,8;0,890;84,37;3575,0
21-02-2025 02:00;Noche;A;1461,8;0,771;84,72;3510,4
21-02-2025 03:00;Noche;A;1440,3;0,858;87,47;3478,9
21-02-2025 04:00;Noche;A;1443,3;0,865;88,99;3526,6
21-02-2025 05:00;Noche;A;1476,4;0,875;88,58;3566,5
21-02-2025 06:00;Noche;A;1520,4;0,837;88,93;3523,2
21-02-2025 07:00;Noche;A;1579,8;0,882;88,62;3650,1
21-02-2025 08:00;Dia;A;1748,2;0,842;89,33;3684,1
21-02-2025 09:00;Dia;A;1784,8;0,825;88,69;3755,9
21-02-2025 10:00;Dia;A;1819,8;0,837;88,85;3719,5
21-02-2025 11:00;Dia;A;1815,6;0,804;87,93;3739,9
21-02-2025 12:00;Dia;A;1718,1;0,907;88,51;3660,4
21-02-2025 13:00;Dia;A;1700,6;0,827;90,40;3667,0
21-02-2025 14:00;Dia;A;1702,0;0,803;87,84;3703,8
21-02-2025 15:00;Dia;A;1669,1;0,803;87,85;3609,9
21-02-2025 16:00;Dia;A;1694,0;0,811;87,14;3645,2
21-02-2025 17:00;Dia;A;1654,6;0,846;88,74;3649,4
21-02-2025 18:00;Dia;A;1596,9;0,863;90,66;3572,7
21-02-2025 19:00;Dia;A;1649,7;0,820;88,77;3696,0
21-02-2025 20:00;Noche;A;1534,0;0,792;84,48;3490,4
21-02-2025 21:00;Noche;A;1517,0;0,796;86,14;3627,2
21-02-2025 22:00;Noche;A;1533,8;0,837;87,28;3516,0
21-02-2025 23:00;Noche;A;1553,1;0,857;85,02;3587,9
22-02-2025 00:00;Noche;A;1539,6;0,819;85,09;3603,2
22-02-2025 01:00;Noche;A;1415,2;0,735;84,96;3485,9
22-02-2025 02:00;Noche;A;1400,8;0,884;83,29;3405,4
22-02-2025 03:00;Noche;A;1403,9;0,919;85,68;3449,5
22-02-2025 04:00;Noche;A;1388,8;0,913;86,71;3457,7
22-02-2025 05:00;Noche;A;1431,9;0,918;87,19;3506,0
22-02-2025 06:00;Noche;A;1510,3;0,885;85,74;3573,4
22-02-2025 07:00;Noche;A;1502,2;0,848;85,28;3576,8
22-02-2025 08:00;Dia;A;1591,4;0,859;85,39;3648,1
22-02-2025 09:00;Dia;A;1702,6;0,868;86,95;3628,4
22-02-2025 10:00;Dia;A;1682,0;0,853;86,02;3690,6
22-02-2025 11:00;Dia;A;1632,7;0,803;88,33;3558,5
22-02-2025 12:00;Dia;A;1655,3;0,821;88,71;3643,9
22-02-2025 13:00;Dia;A;1676,8;0,866;85,98;3611,1
22-02-2025 14:00;Dia;A;1641,3;0,836;88,81;3561,2
22-02-2025 15:00;Dia;A;1673,0;0,836;88,70;3680,3
22-02-2025 16:00;Dia;A;1638,2;0,736;87,11;3620,6
22-02-2025 17:00;Dia;A;1589,1;0,760;87,41;3625,6
22-02-2025 18:00;Dia;A;1594,2;0,773;85,10;3528,9
22-02-2025 19:00;Dia;A;1619,4;0,729;85,82;3555,1
22-02-2025 20:00;Noche;A;1456,7;0,681;82,74;3493,5
22-02-2025 21:00;Noche;A;1463,7;0,752;83,18;3474,0
22-02-2025 22:00;Noche;A;1451,0;0,739;85,98;3492,0
22-02-2025 23:00;Noche;A;1565,0;0,794;87,86;3535,3
23-02-2025 00:00;Noche;A;1434,5;0,789;86,70;3464,7
23-02-2025 01:00;Noche;A;1480,2;0,839;85,52;3463,2
23-02-2025 02:00;Noche;A;1458,3;0,829;86,94;3542,1
23-02-2025 03:00;Noche;A;1443,3;0,778;86,31;3474,4
23-02-2025 04:00;Noche;A;1472,6;0,819;86,74;3462,5
23-02-2025 05:00;Noche;A;1506,5;0,836;87,53;3556,6
23-02-2025 06:00;Noche;A;1551,8;0,894;86,24;3580,4
23-02-2025 07:00;Noche;A;1550,0;0,878;87,59;3572,3
23-02-2025 08:00;Dia;A;1632,2;0,872;84,88;3626,4
23-02-2025 09:00;Dia;A;1607,9;0,924;88,15;3590,6
23-02-2025 10:00;Dia;A;1633,9;0,964;86,46;3618,5
23-02-2025 11:00;Dia;A;1655,3;0,964;86,54;3554,5
23-02-2025 12:00;Dia;A;1703,5;0,971;86,63;3609,5
23-02-2025 13:00;Dia;A;1695,1;0,942;88,26;3616,3
23-02-2025 14:00;Dia;A;1711,8;0,935;89,32;3682,5
23-02-2025 15:00;Dia;A;1738,8;0,929;89,45;3732,6
23-02-2025 16:00;Dia;A;1697,4;0,899;89,55;3652,3
23-02-2025 17:00;Dia;A;1592,4;0,862;89,34;3580,4
23-02-2025 18:00;Dia;A;1522,2;0,841;88,47;3586,3
23-02-2025 19:00;Dia;A;-999;0,930;86,16;3485,4
23-02-2025 20:00;Noche;A;1409,5;0,870;83,51;3492,6
23-02-2025 21:00;Noche;A;1361,3;0,827;81,80;3451,9
23-02-2025 22:00;Noche;A;1412,4;0,800;83,49;3415,3
23-02-2025 23:00;Noche;A;1424,6;0,804;84,34;3483,6
24-02-2025 00:00;Noche;A;1553,5;0,824;85,00;3558,9
24-02-2025 01:00;Noche;A;1571,0;0,779;85,49;3519,1
24-02-2025 02:00;Noche;A;1541,7;0,723;85,02;3506,5
24-02-2025 03:00;Noche;A;1520,3;0,800;84,48;3486,1
24-02-2025 04:00;Noche;A;1521,1;;83,06;3588,9
24-02-2025 05:00;Noche;A;1530,2;0,832;82,33;3625,4
24-02-2025 06:00;Noche;A;1511,6;0,868;85,83;3564,0
24-02-2025 07:00;Noche;A;1522,2;0,936;87,91;3606,2
24-02-2025 08:00;Dia;A;1721,7;0,997;86,55;3622,6
24-02-2025 09:00;Dia;A;1643,6;0,971;86,79;3680,7
24-02-2025 10:00;Dia;A;1667,7;0,912;87,66;3718,9
24-02-2025 11:00;Dia;A;1635,7;0,848;89,52;3686,8
24-02-2025 12:00;Dia;A;1655,4;0,825;88,03;3602,9
24-02-2025 13:00;Dia;A;1694,3;0,844;88,33;3703,1
24-02-2025 14:00;Dia;A;1681,7;0,753;89,13;3648,8
24-02-2025 15:00;Dia;A;1702,5;0,793;86,53;3704,8
24-02-2025 16:00;Dia;A;1614,0;0,805;86,11;3582,5
24-02-2025 17:00;Dia;A;-999;0,836;86,81;3630,5
24-02-2025 18:00;Dia;A;1611,8;0,806;86,00;3577,8
24-02-2025 19:00;Dia;A;1626,4;0,806;89,09;3623,3
24-02-2025 20:00;Noche;A;1496,2;0,768;89,06;3517,9
24-02-2025 21:00;Noche;A;1370,9;0,761;88,20;3483,6
24-02-2025 22:00;Noche;A;1353,6;0,700;85,81;3460,1
24-02-2025 23:00;Noche;A;1382,6;0,757;87,16;3461,5
25-02-2025 00:00;Noche;A;1462,7;0,857;88,01;3493,6
25-02-2025 01:00;Noche;A;1472,9;0,855;86,69;3490,3
25-02-2025 02:00;Noche;A;1483,3;0,870;86,09;3509,5
25-02-2025 03:00;Noche;A;1425,6;0,824;84,13;3503,9
25-02-2025 04:00;Noche;A;1506,6;0,913;85,44;3533,1
25-02-2025 05:00;Noche;A;1587,9;0,868;86,88;3592,5
25-02-2025 06:00;Noche;A;1578,4;0,918;88,45;3577,3
25-02-2025 07:00;Noche;A;1564,4;0,916;88,76;3570,3
25-02-2025 08:00;Dia;A;1617,8;0,868;89,07;3584,0
25-02-2025 09:00;Dia;A;1674,3;0,929;88,11;3575,6
25-02-2025 10:00;Dia;A;1793,3;0,915;87,47;3744,0
25-02-2025 11:00;Dia;A;1798,1;0,911;89,27;3747,7
25-02-2025 12:00;Dia;A;1822,4;0,915;89,50;3705,3
25-02-2025 13:00;Dia;A;1807,1;0,890;87,94;3804,5
25-02-2025 14:00;Dia;A;1727,4;0,854;88,50;3637,3
25-02-2025 15:00;Dia;A;1760,4;0,866;89,43;3737,8
25-02-2025 16:00;Dia;A;1672,4;0,828;89,52;3652,6
25-02-2025 17:00;Dia;A;1644,7;0,823;88,87;3634,9
25-02-2025 18:00;Dia;A;1640,2;0,783;87,39;3660,1
25-02-2025 19:00;Dia;A;1658,6;0,722;87,34;3660,3
25-02-2025 20:00;Noche;A;1530,2;0,725;89,08;3543,8
25-02-2025 21:00;Noche;A;1521,3;0,736;88,14;3494,7
25-02-2025 22:00;Noche;A;1466,1;0,767;86,63;3452,5
25-02-2025 23:00;Noche;A;1403,7;0,841;87,24;3466,0
26-02-2025 00:00;Noche;A;1415,8;0,757;84,81;3525,8
26-02-2025 01:00;Noche;A;1395,8;0,799;85,72;3487,2
26-02-2025 02:00;Noche;A;1359,8;0,723;84,99;3431,6
26-02-2025 03:00;Noche;A;1339,1;0,740;86,52;3434,4
26-02-2025 04:00;Noche;A;1361,1;0,780;86,59;3463,9
26-02-2025 05:00;Noche;A;1325,0;0,728;87,42;3483,7
26-02-2025 06:00;Noche;A;1323,5;0,721;89,71;3391,9
26-02-2025 07:00;Noche;A;1313,8;0,810;88,58;3445,3
26-02-2025 08:00;Dia;A;1505,4;0,856;87,18;3550,1
26-02-2025 09:00;Dia;A;1570,1;0,872;87,98;3553,3
26-02-2025 10:00;Dia;A;1686,0;0,846;87,65;3617,3
26-02-2025 11:00;Dia;A;1624,6;0,962;88,59;3667,1
26-02-2025 12:00;Dia;A;1610,7;0,916;87,58;3623,3
26-02-2025 13:00;Dia;A;1663,9;0,853;88,24;3635,4
26-02-2025 14:00;Dia;A;1652,2;0,926;88,70;3638,7
26-02-2025 15:00;Dia;A;1634,2;0,913;85,82;3659,1
26-02-2025 16:00;Dia;A;1701,4;0,855;86,15;3664,6
26-02-2025 17:00;Dia;A;1661,1;0,888;87,41;3694,0
26-02-2025 18:00;Dia;A;1592,2;0,857;88,83;3577,5
26-02-2025 19:00;Dia;A;1530,2;0,859;87,53;3516,1
26-02-2025 20:00;Noche;A;1430,6;0,841;86,26;3476,9
26-02-2025 21:00;Noche;A;1443,1;0,775;87,51;3450,9
26-02-2025 22:00;Noche;A;1381,9;0,832;86,56;3433,3
26-02-2025 23:00;Noche;A;1353,3;0,830;86,60;3474,1
27-02-2025 00:00;Noche;A;1397,9;0,782;86,74;3519,6
27-02-2025 01:00;Noche;A;1436,5;0,773;87,25;3503,1
27-02-2025 02:00;Noche;A;1418,2;0,851;87,14;3476,6
27-02-2025 03:00;Noche;A;1462,2;0,841;85,36;3463,8
27-02-2025 04:00;Noche;A;1498,0;0,860;87,13;3485,0
27-02-2025 05:00;Noche;A;1430,6;0,903;86,65;3498,1
27-02-2025 06:00;Noche;A;1446,2;0,907;86,19;3503,2
27-02-2025 07:00;Noche;A;-999;0,836;88,73;3506,3
27-02-2025 08:00;Dia;A;1607,4;0,896;89,54;3585,8
27-02-2025 09:00;Dia;A;1539,6;0,941;87,76;3622,3
27-02-2025 10:00;Dia;A;1566,9;0,960;87,45;3619,6
27-02-2025 11:00;Dia;A;1629,8;1,000;87,80;3624,3
27-02-2025 12:00;Dia;A;1709,5;0,960;87,05;3680,8
27-02-2025 13:00;Dia;A;1607,7;0,951;85,26;3657,0
27-02-2025 14:00;Dia;A;1728,9;0,976;87,76;3696,2
27-02-2025 15:00;Dia;A;1658,2;0,899;88,66;3645,8
27-02-2025 16:00;Dia;A;1687,8;0,942;89,02;3593,0
27-02-2025 17:00;Dia;A;1716,9;0,961;88,33;3603,8
27-02-2025 18:00;Dia;A;1723,9;0,925;88,31;3596,6
27-02-2025 19:00;Dia;A;1690,7;0,950;89,03;3559,8
27-02-2025 20:00;Noche;A;1488,0;0,919;86,99;3516,3
27-02-2025 21:00;Noche;A;1499,7;0,825;86,11;3534,1
27-02-2025 22:00;Noche;A;1451,9;0,867;85,81;3456,9
27-02-2025 23:00;Noche;A;1341,2;0,857;86,91;3436,9
28-02-2025 00:00;Noche;A;1485,3;0,861;87,03;3525,9
28-02-2025 01:00;Noche;A;1507,5;0,857;85,10;3520,3
28-02-2025 02:00;Noche;A;1574,8;0,916;85,15;3510,3
28-02-2025 03:00;Noche;A;1515,3;0,918;87,98;3586,0
28-02-2025 04:00;Noche;A;1575,4;0,869;86,00;3623,2
28-02-2025 05:00;Noche;A;1630,4;0,900;86,64;3586,0
28-02-2025 06:00;Noche;A;1674,4;0,932;86,21;3712,0
28-02-2025 07:00;Noche;A;1644,8;0,886;87,99;3624,8
28-02-2025 08:00;Dia;A;1695,6;0,875;87,61;3627,7
28-02-2025 09:00;Dia;A;1688,2;0,870;87,02;3639,8
28-02-2025 10:00;Dia;A;1597,7;0,854;85,76;3530,8
28-02-2025 11:00;Dia;A;1549,9;0,885;86,47;3559,4
28-02-2025 12:00;Dia;A;1587,1;0,927;88,42;3535,4
28-02-2025 13:00;Dia;A;1566,2;0,983;89,61;3625,8
28-02-2025 14:00;Dia;A;1581,2;0,976;87,60;3603,1
28-02-2025 15:00;Dia;A;1590,1;0,958;89,88;3541,8
28-02-2025 16:00;Dia;A;1677,7;0,948;88,95;3668,1
28-02-2025 17:00;Dia;A;1712,0;0,946;87,36;3599,6
28-02-2025 18:00;Dia;A;1677,1;0,864;87,31;3645,9
28-02-2025 19:00;Dia;A;1700,0;0,865;86,56;3669,2
28-02-2025 20:00;Noche;A;1511,1;0,848;85,96;3533,6
28-02-2025 21:00;Noche;A;1476,6;0,820;85,33;3464,4
28-02-2025 22:00;Noche;A;1502,8;0,792;85,48;3517,3
28-02-2025 23:00;Noche;A;1433,2;0,779;85,02;3470,2
01-03-2025 00:00;Noche;A;1423,7;0,787;83,27;3473,2
01-03-2025 01:00;Noche;A;1376,1;0,754;84,75;3498,2
01-03-2025 02:00;Noche;A;1404,9;0,822;84,85;3525,1
01-03-2025 03:00;Noche;A;1494,7;0,841;86,94;3578,4
01-03-2025 04:00;Noche;A;1466,8;0,863;87,48;3479,5
01-03-2025 05:00;Noche;A;1491,6;0,890;88,06;3493,4
01-03-2025 06:00;Noche;A;1467,4;0,926;88,06;3510,8
01-03-2025 07:00;Noche;A;-999;0,889;89,18;3513,9
01-03-2025 08:00;Dia;A;1542,2;0,891;88,08;3484,1
01-03-2025 09:00;Dia;A;1641,7;0,824;86,27;3603,2
01-03-2025 10:00;Dia;A;1754,6;0,756;86,76;3766,4
01-03-2025 11:00;Dia;A;1759,3;0,728;83,40;3655,3
01-03-2025 12:00;Dia;A;1710,2;0,864;85,26;3644,4
01-03-2025 13:00;Dia;A;1729,8;0,781;86,15;3657,4
01-03-2025 14:00;Dia;A;1696,8;0,832;86,51;3681,1
01-03-2025 15:00;Dia;A;1715,1;0,900;88,99;3669,5
01-03-2025 16:00;Dia;A;1702,5;0,844;89,18;3649,4
01-03-2025 17:00;Dia;A;1687,9;0,902;89,04;3592,0
01-03-2025 18:00;Dia;A;1686,4;0,940;88,27;3668,9
01-03-2025 19:00;Dia;A;1631,9;0,918;89,30;3608,9
01-03-2025 20:00;Noche;A;1475,8;0,970;88,01;3483,8
01-03-2025 21:00;Noche;A;1391,9;0,920;86,99;3455,6
01-03-2025 22:00;Noche;A;1382,6;0,835;87,40;3476,9
01-03-2025 23:00;Noche;A;1335,5;0,849;87,78;3360,4
02-03-2025 00:00;Noche;A;1286,1;0,818;89,50;3326,5
02-03-2025 01:00;Noche;A;1270,6;0,768;87,53;3337,4
02-03-2025 02:00;Noche;A;1307,6;0,749;84,34;3367,2
02-03-2025 03:00;Noche;A;1354,8;0,906;86,61;3315,6
02-03-2025 04:00;Noche;A;1316,3;0,869;87,98;3387,2
02-03-2025 05:00;Noche;A;1317,6;0,878;87,27;3456,1
02-03-2025 06:00;Noche;A;1317,4;0,857;88,92;3404,3
02-03-2025 07:00;Noche;A;1391,8;0,884;90,50;3504,7
02-03-2025 08:00;Dia;A;1610,5;0,883;88,41;3495,2
02-03-2025 09:00;Dia;A;1650,1;0,874;87,42;3627,3
02-03-2025 10:00;Dia;A;1629,5;0,830;85,73;3673,5
02-03-2025 11:00;Dia;A;1689,3;0,792;86,94;3718,7
02-03-2025 12:00;Dia;A;1606,7;0,797;88,09;3589,2
02-03-2025 13:00;Dia;A;1668,0;0,840;88,91;3614,4
02-03-2025 14:00;Dia;A;1619,4;0,938;87,56;3629,1
02-03-2025 15:00;Dia;A;1489,1;0,939;86,97;3485,5
02-03-2025 16:00;Dia;A;1614,7;0,969;85,92;3593,3
02-03-2025 17:00;Dia;A;1659,1;0,920;84,60;3568,2
02-03-2025 18:00;Dia;A;1578,5;0,864;83,89;3581,8
02-03-2025 19:00;Dia;A;1564,9;0,775;82,76;3567,3
02-03-2025 20:00;Noche;A;1416,0;0,785;84,10;3533,9
02-03-2025 21:00;Noche;A;1406,2;0,695;84,99;3477,0
02-03-2025 22:00;Noche;A;1332,1;0,731;86,23;3390,4
02-03-2025 23:00;Noche;A;1311,2;0,842;86,63;3397,8
03-03-2025 00:00;Noche;A;1416,1;0,850;85,66;3417,0
03-03-2025 01:00;Noche;A;1435,3;0,896;86,12;3479,6
03-03-2025 02:00;Noche;A;1494,7;0,860;86,73;3508,2
03-03-2025 03:00;Noche;A;1496,9;0,801;85,82;3535,6
03-03-2025 04:00;Noche;A;1598,7;0,816;86,05;3620,7
03-03-2025 05:00;Noche;A;1551,0;0,832;85,85;3482,4
03-03-2025 06:00;Noche;A;1560,5;0,917;85,99;3580,0
03-03-2025 07:00;Noche;A;1479,8;1,001;87,05;3548,7
03-03-2025 08:00;Dia;A;1569,8;0,925;85,61;3533,6
03-03-2025 09:00;Dia;A;1657,1;0,899;87,63;3708,2
03-03-2025 10:00;Dia;A;1627,4;0,892;85,74;3591,9
03-03-2025 11:00;Dia;A;1665,9;0,875;87,11;3738,2
03-03-2025 12:00;Dia;A;1667,7;0,821;85,45;3675,8
03-03-2025 13:00;Dia;A;1624,4;0,845;88,38;3655,6
03-03-2025 14:00;Dia;A;1617,2;0,864;89,37;3623,3
03-03-2025 15:00;Dia;A;1600,1;0,869;87,83;3639,0
03-03-2025 16:00;Dia;A;1583,7;0,794;86,85;3548,4
03-03-2025 17:00;Dia;A;1618,7;0,797;85,64;3576,0
03-03-2025 18:00;Dia;A;1636,4;0,722;85,70;3539,9
03-03-2025 19:00;Dia;A;1594,5;0,798;86,95;3606,2
03-03-2025 20:00;Noche;A;1426,7;0,752;89,71;3451,5
03-03-2025 21:00;Noche;A;1439,3;0,762;86,65;3512,5
03-03-2025 22:00;Noche;A;1432,5;0,762;87,91;3500,5
03-03-2025 23:00;Noche;A;1475,8;0,760;86,34;3452,4
04-03-2025 00:00;Noche;A;1579,0;0,742;86,30;3593,7
04-03-2025 01:00;Noche;A;1583,5;0,707;86,85;3580,0
04-03-2025 02:00;Noche;A;1554,0;0,851;87,75;3560,8
04-03-2025 03:00;Noche;A;1530,8;0,871;87,76;3558,2
04-03-2025 04:00;Noche;A;1489,5;0,888;87,08;3516,5
04-03-2025 05:00;Noche;A;1461,1;0,984;87,49;3503,3
04-03-2025 06:00;Noche;A;1440,1;0,942;87,41;3533,0
04-03-2025 07:00;Noche;A;1453,4;0,951;88,94;3466,3
04-03-2025 08:00;Dia;A;1584,6;0,932;86,52;3542,7
04-03-2025 09:00;Dia;A;1643,7;0,973;86,68;3598,6
04-03-2025 10:00;Dia;A;1640,2;0,963;85,72;3666,7
04-03-2025 11:00;Dia;A;1644,9;0,944;85,48;3619,2
04-03-2025 12:00;Dia;A;1603,4;0,903;85,42;3679,0
04-03-2025 13:00;Dia;A;1689,2;0,899;87,87;3541,5
04-03-2025 14:00;Dia;A;1701,7;0,930;90,84;3638,2
04-03-2025 15:00;Dia;A;2728,4;0,795;90,70;3682,8
04-03-2025 16:00;Dia;A;2724,4;0,802;87,97;3706,1
04-03-2025 17:00;Dia;A;1780,1;0,789;87,71;3757,7
04-03-2025 18:00;Dia;A;1719,7;0,783;86,00;3659,1
04-03-2025 19:00;Dia;A;1711,3;0,702;86,37;3619,2
04-03-2025 20:00;Noche;A;1666,0;0,778;88,27;3658,8
04-03-2025 21:00;Noche;A;1555,6;0,750;88,03;3615,0
04-03-2025 22:00;Noche;A;1573,3;0,766;88,35;3467,7
04-03-2025 23:00;Noche;A;1609,6;0,766;87,15;3608,4
05-03-2025 00:00;Noche;A;1585,5;0,718;83,85;3582,3
05-03-2025 01:00;Noche;A;1585,1;0,753;82,21;3539,4
05-03-2025 02:00;Noche;A;1610,5;0,716;83,19;3570,0
05-03-2025 03:00;Noche;A;1552,2;0,743;84,93;3564,9
05-03-2025 04:00;Noche;A;1559,1;0,791;87,07;3561,7
05-03-2025 05:00;Noche;A;1514,1;0,837;86,52;3526,2
05-03-2025 06:00;Noche;A;1492,9;0,868;86,81;3481,2
05-03-2025 07:00;Noche;A;1483,1;0,879;87,25;3533,5
05-03-2025 08:00;Dia;A;1618,7;0,988;89,22;3584,3
05-03-2025 09:00;Dia;A;1644,3;0,971;88,60;3631,2
05-03-2025 10:00;Dia;A;1676,9;0,884;86,59;3627,7
05-03-2025 11:00;Dia;A;1619,8;0,859;88,30;3623,4
05-03-2025 12:00;Dia;A;1720,8;0,838;88,51;3707,4
05-03-2025 13:00;Dia;A;1757,9;0,843;88,73;3710,4
05-03-2025 14:00;Dia;A;1763,2;0,820;86,67;3728,6
05-03-2025 15:00;Dia;A;1715,9;0,789;86,88;3619,5
05-03-2025 16:00;Dia;A;1687,1;0,879;85,50;3669,6
05-03-2025 17:00;Dia;A;1688,2;0,852;83,76;3660,8
05-03-2025 18:00;Dia;A;1678,9;0,816;84,70;3617,0
05-03-2025 19:00;Dia;A;1578,4;0,797;84,96;3569,2
05-03-2025 20:00;Noche;A;1484,5;0,788;86,26;3407,8
05-03-2025 21:00;Noche;A;1596,4;0,857;88,48;3584,2
